,comment_text,label,party
257,🏴󠁧󠁢󠁳󠁣󠁴󠁿🇬🇧,2,conservatives
63,"Yes only because the world cup was on and it was a meager 0.1% increase, small achievements for a soon to be small party 😂",0,conservatives
140,Nine laughing emojis 😪😪😪,1,labour
114,"One in five Police Officers have declared that they are considering leaving the force because of pay conditions, like train drivers, ambulance staff, nurses, etc. Can The People NOT see that the common denominator in all of this is the Tory Government? Touting that they will recruit 20,000 Police Officers 🤣 sounds like they will not have a chance in hell of vetting these recruits sufficiently to avoid another Sarah Everard murderer from within their ranks along with other inappropriate individuals who should never be let near a Police uniform. Keep the ones you have instead of abusing them and replacing them with others.",0,libdems
129,Will still vote Labour but unhappy with current leader.😢😢😢😢.,0,labour
42,"Labour are so full of empty promises and bull 💩, yet some people believe this crap",0,labour
131,Mines run out 😔,0,libdems
61,Yep I have to admit my 7 year old is a regular viewer of parliament debates 🤣🤣🤣,1,labour
124,"🟡 Let’s be frank, the NHS is collapsing in front of our eyes whilst the Prime Minister and Health Secretary are nowhere to be seen.  🟡 In recent days ambulance services across the country have declared “critical incidents”, whilst ambulance staff have been urged to conserve oxygen supplies due to a surge in demand.  🟡 Patients are dying in hospital corridors, in queuing ambulances outside A&E departments and at home because help did not arrive in time.  🟡 An undignified and unnecessary loss of life.",0,libdems
158,🧡🔶Lib Dems say recall Parliament  declare a “national major incident” 🟡 The Liberal Democrats have called for Parliament to be recalled immediately amid estimates that 500 people each week are dying due to A&E delays.  🟡 The party is demanding the Government pass an emergency health plan and declare a “national major incident”. 🟡 This is a life or death situation for huge numbers of patients. The NHS is collapsing in front of our eyes whilst the Prime Minister and Health Secretary are nowhere to be seen.  🟡 This is a national crisis and the country will never forgive the Government if they refuse to recall Parliament whilst hundreds of people die in parked ambulances or hospital corridors. Nobody should lose a loved one because the Government was asleep on the job.,0,libdems
34,"It all sounds good, but it's just paying ""lip service "" especially when Wes Streeting is STILL backing further Privatisation!!! We ONLY have the ONE pool of Doctors and they're leaving in droves...Waiting list for a Private Consultation is now over 6 weeks....🙈🙈 Gordon Brown's decision to underwrite PFI'S was a terrible decision...One that even John Major wasn't foolish enough to do 🙈🙈... We need to repeal the 2012 Health and Social care Act....We need to make fundamental changes...I have NO Faith in Labour to do this...It's All Talk!!",0,labour
98,Merry Christmas to all the Christian believers in the world ❤️❤️❤️,2,conservatives
235,I've had Christmas trees that have lasted longer than the average Tory PM... 😜,0,conservatives
35,Back our campaign to clean up our precious rivers and coasts ⬇️ www.libdems.org.uk/stop-sewage,1,libdems
233,It’s a shame you let the small businesses down from the start. You need to fix the strikes going on now which will do more damage than you can imagine.  I do semi support the unions for better conditions but I think doing what they are doing now is counter productive to All working people. Maybe an idea would be a planned general strike in January forewarned and planned to send a message to the government that things need to change. This would not disrupt the average working person or small business during the festive period. After 3 years of covid restrictions and now another Christmas ruined for thousands of people who May not again be able to celebrate together.  Just a thought 💭,1,conservatives
147,I have been waiting for last 7 hours after calling for emergency to 999 and all they saying they will send an ambulance my foot 😡  If NHS is total failed then stop charging us for ambulance service with council text simple ..   Total failed government,0,conservatives
144,Same old same old call an election 🗳,1,conservatives
167,Well you f🤬kers are pure evil…,0,conservatives
24,Great news. Well done. 👍,2,labour
101,And through the portcullis window smile 😊   Great work Floella.,2,libdems
31,"All we hear from Starmer on the NHS is reform reform, reform…..now what and how is he going to reform 🤔 good luck on believing that Charlatan! Even the vile tory cheerleader Nick Ferrari is starting to look lovingly at him whenever he is on his program 🙄",0,labour
180,Any chance of straight white male day ❤️😎,1,labour
76,Happy New Year of the Rabbit 🐇,2,libdems
117,"Well done Labour for this post , although the wording is strange. Saint Andrew and the Kingdom of Scotland are today celebrated worldwide not just in Scotland and the disunted Kingdump. It must have taken great efforts for a Labour unionist to create this post . Hope their blood pressure and heart rate didnt rise too much in mentioning Scotland. As a Labour party member and GMB union rep who supports independence I think it's admirable us Scottish get a mention.🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿",2,labour
324,Could you not of done a face time ? & even better for them to have peace talks & stop us being dragged into this 🤔 we have a living crises here don’t you know 🤔,0,conservatives
111,A sure vote winner. 🤭,0,labour
175,Like anyone here can afford candles now 😂,0,conservatives
151,"Merry Christmas, I hope you’re all celebrating like it’s 2020 🥂🥂🥂🥂",2,conservatives
97,Thank you very much!  It is highly appreciated.😊,2,conservatives
266,But who will protect us from Conservatives  🤔,0,conservatives
232,How about helping hospitality small businesses and workers 👍,0,conservatives
136,Well done indeed Rishi 👏👏👏 As you can see by the comments you have really got up the nose of the Labour Left. 👍,1,conservatives
21,A very happy Chinese New Year 🙏💖,2,conservatives
10,Roll on a majority Labour govt led by the outstanding Keir Starmer. Forward in 2024 🌹🌹🌹,2,labour
60,"And when it's all done, Sturgeon will still want independance from us 🤣🤣🤣🤣🤣",0,conservatives
18,Really🤔🤔🤔she must be joking labour party are no longer a party for the working class.😡,0,labour
228,"🙂 France next :))) seeing them playing Poland, our boys needs to be well prepared. Not out of the woods just yet.bring it on England 🏴󠁧󠁢󠁥󠁮󠁧󠁿",2,conservatives
98,If only we could close legal tax loopholes like the one dodgy Davies used to avoid contributing to the country 😟,0,libdems
18,As a lifelong Conservative and still a paid up member I can assure you that in my opinion there are absolutely no Brexit benefits. Also the Party has split into factions and those in groups such as the ERG are extremely dangerous. In Richi Sunak we have a good Leader now but the Party is currently beyond repair😩,0,conservatives
79,"The issue with delaying until the de-facto referendum in two years time. Is that people are suffering and are being removed from claiming benefits now. It will only get worse in the next two years especially for those with children who will have to wait 4-13 weeks for new claims to be paid. Never trust a Tory with the truth.  ❌  Record un-employment is a ""Conservative lie"" ☠️ Record numbers sanctioned from claiming benefits is a fact 📢 Complain to the DWP Directly - epass.team@dwp.gov.uk  In last two quarters, adverse sanction decisions on UC full service have increased. In March 2022, they reached a peak of 59,000, which is the highest ever. The increase in the UC sanction rate has continued since June 2021 and in May 2022 the rate was 5.93%.The projection shows that it will be at 11.11%. This is to reduce the number of claimants receiving the cost of living payment that was awarded to all universal claimants receiving benefits not those waiting or that had been sanctioned from benefits.    Visit Scotland Scottish for the image showing the projected figures.",0,labour
